DepMap_ID	cell_line_name	stripped_cell_line_name	CCLE_Name	alias	COSMICID	sex	source	Achilles_n_replicates	cell_line_NNMD	culture_type	culture_medium	cas9_activity	RRID	WTSI_Master_Cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	Subtype	age	Sanger_Model_ID	depmap_public_comments	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype
ACH-000953	SUP-T1	SUPT1	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Sup-T1	909743	Male	ATCC	2	-2.701495375	NA	RPMI + 10% FBS	92.9	CVCL_1714	1452	pleural_effusion	Metastasis	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	8	SIDM01154	NA	blood	ALL	t_cell	NA
ACH-000964	MOLT-3	MOLT3	MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	NIBRI	NA	NA	NA	NA	NA	CVCL_0624	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	19	SIDM00153	NA	blood	ALL	t_cell	NA
ACH-000981	DND-41	DND41	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1297446	Male	DSMZ	0	-0.64352581	NA	RPMI + 20% FBS	83.4	CVCL_2022	1035	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	13	SIDM00946	NA	blood	ALL	t_cell	NA
ACH-001737	HSB2	HSB2	HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Unknown	Academic lab	1	-1.629367606	Adherent	RPMI + 10% FBS	67.1	CVCL_1859	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	11	NA	NA	blood	ALL	t_cell	NA
ACH-001738	CCRF-CEM	CCRFCEM	CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	905952	Female	Academic lab	NA	NA	NA	NA	NA	CVCL_0207	1151	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA	SIDM00121	NA	blood	ALL	t_cell	NA
ACH-002058	ATN-1	ATN1	ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	RIKEN	NA	NA	NA	NA	NA	CVCL_1073	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	47	SIDM00233	NA	blood	ALL	t_cell	NA
ACH-002222	CTV-1	CTV1	CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	753548	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1150	1034	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA	SIDM00951	NA	blood	ALL	t_cell	NA
ACH-002256	KARPAS-45	KARPAS45	KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907272	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1326	617	bone_marrow	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA	SIDM01007	NA	blood	ALL	t_cell	NA
ACH-001111	L82	L82	L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	Academic lab	0	-2.047941649	not found	not found	74	CVCL_2098	NA	pleural_effusion	NA	Lymphoma	T-cell	24	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA
ACH-001119	Mac-2A	MAC2A	MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	0	-2.365176367	not found	not found	72.5	CVCL_H637	NA	skin	NA	Lymphoma	T-cell	47	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA
ACH-001130	MOTN-1	MOTN1	MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	DSMZ	NA	NA	NA	NA	NA	CVCL_2127	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	65	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA
ACH-001134	MYLA	MYLA	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Unknown	Academic lab	2	-3.915713853	not found	not found	89.3	NA	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	NA	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA
ACH-001148	OCILY-13	OCILY132	OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	Academic lab	NA	NA	NA	NA	NA	CVCL_8797	NA	bone_marrow	NA	Lymphoma	T-cell	NA	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA
ACH-000053	KARPAS-299	KARPAS299	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907273	Male	Academic lab	3	-5.351302515	Suspension	RPMI + 20% FBS + 2mM Glutamine	55.5	CVCL_1324	906	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell_Non-Hodgkins_Anaplastic Large Cell (ALCL)	25	SIDM01010	NA	lymphocyte	non_hodgkin_lymphoma	t_cell_ALCL	NA
ACH-000233	DEL	DEL	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906836	Male	DSMZ	2	-3.593898645	Suspension	RPMI + 10% heat inactivated FBS	81.3	CVCL_1170	793	pleural_effusion	NA	Lymphoma	T-cell_Non-Hodgkins_Anaplastic Large Cell (ALCL)	12	SIDM00949	NA	lymphocyte	non_hodgkin_lymphoma	t_cell_ALCL	NA
ACH-000664	SU-DHL-1	SUDHL1	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909742	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_0538	1634	pleural_effusion	NA	Lymphoma	T-cell_Non-Hodgkins_Anaplastic Large Cell (ALCL)	10	SIDM00390	NA	lymphocyte	non_hodgkin_lymphoma	t_cell_ALCL	NA
ACH-000061	HH	HH	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907056	Male	ATCC	NA	NA	NA	NA	NA	CVCL_1280	310	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell_Non-Hodgkins_Cutaneous	61	SIDM00671	NA	lymphocyte	non_hodgkin_lymphoma	t_cell_cutaneous	NA
ACH-000077	MJ	MJ	MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	NA	NA	NA	NA	NA	CVCL_1414	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell_Non-Hodgkins_Cutaneous	50	NA	NA	lymphocyte	non_hodgkin_lymphoma	t_cell_cutaneous	NA
ACH-000509	HuT 78	HUT78	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	NA	NA	NA	NA	NA	CVCL_0337	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell_Non-Hodgkins_Cutaneous	53	SIDM00851	NA	lymphocyte	non_hodgkin_lymphoma	t_cell_cutaneous	NA
ACH-002240	H9	H9	H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907043	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1240	903	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell_Non-Hodgkins_Cutaneous_Sezary Syndrome	NA	SIDM01251	NA	lymphocyte	non_hodgkin_lymphoma	t_cell_cutaneous	NA
ACH-001668	SUSA	SUSA	SUSA_TESTIS	NA	NA	Male	DSMZ	1	-1.733047474	Adherent	RPMI 1640 + 20% FBS	91.5	CVCL_L280	NA	Embryonal	Primary	Teratoma	Testicular	30	NA	NA	embryo	teratoma	testicular	NA
ACH-000630	YD-8	YD8	YD8_UPPER_AERODIGESTIVE_TRACT	NA	NA	Female	KCLB	2	-5.31716127	NA	RPMI + 10% FBS	65.6	CVCL_L079	NA	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma_tongue	46	NA	NA	upper_aerodigestive	upper_aerodigestive_squamous	tongue	NA
ACH-000723	YD-10B	YD10B	YD10B_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	KCLB	NA	NA	NA	NA	NA	CVCL_8929	NA	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma_tongue	67	NA	NA	upper_aerodigestive	upper_aerodigestive_squamous	tongue	NA
ACH-002029	SAS	SAS	SAS_UPPER_AERODIGESTIVE_TRACT	NA	NA	Female	RIKEN	NA	NA	NA	NA	NA	CVCL_1675	NA	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma_tongue	NA	SIDM00351	NA	upper_aerodigestive	upper_aerodigestive_squamous	tongue	NA
ACH-000792	BFTC-909	BFTC909	BFTC909_KIDNEY	NA	910698	Male	DSMZ	2	-4.605946177	NA	DMEM + 10% FBS	61.2	CVCL_1084	1284	kidney	Primary	Kidney Cancer	Renal Carcinoma_transitional cell	64	SIDM00988	NA	kidney	renal_cell_carcinoma	transitional_cell	NA
ACH-000427	NCI-N87	NCIN87	NCIN87_STOMACH	NA	908461	Male	ATCC	2	-1.900747183	Adherent	RPMI + 10% FBS	50.8	CVCL_1603	88	liver	Metastasis	Gastric Cancer	Adenocarcinoma_tubular	NA	SIDM01147	NA	gastric	gastric_adenocarcinoma	tubular	NA
ACH-000466	SNU-216	SNU216	SNU216_STOMACH	NA	NA	Female	KCLB	2	-2.669209864	NA	RPMI + 10% FBS	73.3	CVCL_3946	NA	lymph_node	Metastasis	Gastric Cancer	Adenocarcinoma_tubular	46	NA	NA	gastric	gastric_adenocarcinoma	tubular	NA
ACH-002161	MKN28	MKN28	MKN28_STOMACH	NA	908139	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1416	2112	liver	Metastasis	Gastric Cancer	Adenocarcinoma_tubular	NA	SIDM00260	NA	gastric	gastric_adenocarcinoma	tubular	NA
ACH-001804	LPS510	LPS510	LPS510_SOFT_TISSUE	NA	NA	Unknown	Academic lab	1	-2.648774177	Adherent	IMDM + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho	83	NA	NA	soft_tissue	NA	Liposarcoma	WD/DDLPS	NA	NA	NA	soft_tissue	liposarcoma	WD_DDPLS	NA
ACH-001794	93T449	93T449	93T449_SOFT_TISSUE	NA	NA	Unknown	Academic lab	2	-4.545967318	Adherent	RPMI 1640 + 10% FBS + 1% PenStrep	94.7	CVCL_U614	NA	soft_tissue	Primary	Liposarcoma	WDLPS	NA	NA	NA	soft_tissue	liposarcoma	WDLPS	NA
ACH-001795	94T778	94T778	94T778_SOFT_TISSUE	NA	NA	Female	Academic lab	2	-5.063440351	Adherent	RPMI 1640 + 10% FBS + 1% PenStrep	89	NA	NA	soft_tissue	NA	Liposarcoma	WDLPS	NA	NA	NA	soft_tissue	liposarcoma	WDLPS	NA
ACH-001796	95T1000	95T1000	95T1000_SOFT_TISSUE	NA	NA	Unknown	Academic lab	2	-3.400558199	Adherent	RPMI 1640 + 10% FBS + 1% PenStrep	80.3	CVCL_WU67	NA	soft_tissue	NA	Liposarcoma	WDLPS	NA	NA	NA	soft_tissue	liposarcoma	WDLPS	NA
ACH-001401	SW-13	SW13	SW13_ADRENAL_CORTEX	NA	909744	Female	ATCC	0	-1.463358771	Adherent	Leibovitz's L-15 + 10% FBS	58.6	CVCL_0542	270	autonomic_ganglia	Primary	Adrenal Cancer	Carcinoma	55	SIDM00814	NA	adrenal_cortex	adrenal_carcinoma	NA	NA
ACH-000045	MV4;11	MV411	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV-4-11	908156	Male	ATCC	2	-2.880622685	Suspension	IMDM + 10% FBS	89	CVCL_0064	133	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	10	SIDM00657	NA	blood	AML	NA	NA
ACH-000065	OCI-AML5	OCIAML5	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330983	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_1620	2130	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	77	SIDM00461	NA	blood	AML	NA	NA
ACH-000081	GDM-1	GDM1	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906870	Female	ATCC	NA	NA	NA	NA	NA	CVCL_1230	164	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	66	SIDM01057	NA	blood	AML	NA	NA
ACH-000195	Set-2	SET2	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	DSMZ	2	-2.519323979	Suspension	RPMI + 20% FBS	44	CVCL_2187	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	71	SIDM00397	NA	blood	AML	NA	NA
ACH-000369	MOLM-16	MOLM16	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330948	Female	DSMZ	NA	NA	NA	NA	NA	CVCL_2120	1229	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	77	SIDM00435	NA	blood	AML	NA	NA
ACH-000373	SKM-1	SKM1	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909722	Male	HSRRB	0	-0.337419848	Suspension	RPMI + 20% FBS	NA	CVCL_0098	304	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	76	SIDM00380	NA	blood	AML	NA	NA
ACH-000386	KG-1	KG1	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907278	Male	ATCC	NA	NA	NA	NA	NA	CVCL_0374	193	bone_marrow	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	59	SIDM00785	NA	blood	AML	NA	NA
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	HSRRB	NA	NA	NA	NA	NA	CVCL_0217	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	NA	SIDM01235	NA	blood	AML	NA	NA
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	2	-1.690840355	NA	RPMI + 10% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 0.1mM NEAA	46.6	CVCL_1425	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	64	SIDM01022	NA	blood	AML	NA	NA
ACH-001574	MOLM-14	MOLM14	MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	2	-2.982112485	Suspension	RPMI 1640 + 20% FBS	66	NA	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	20	SIDM00436	NA	blood	AML	NA	NA
ACH-001613	OCI-AML4	OCIAML4	OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	DSMZ	0	-2.975198773	Suspension	alpha-MEM + 20% FBS + 20% vol conditioned medium of cell line 5637 (DSM ACC 35) (or 10-20 ng/ml GM-CSF)	23	NA	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	35	NA	NA	blood	AML	NA	NA
ACH-001618	OCI-M2	OCIM2	OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Unknown	DSMZ	2	-3.179633309	Suspension	IMDM + 20% FBS	84.8	CVCL_2150	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	56	NA	NA	blood	AML	NA	NA
ACH-001647	SHI-1	SHI1	SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	2	-3.616773572	Suspension	IMDM + 20% FBS	64.1	CVCL_2191	NA	bone_marrow	Metastasis	Leukemia	Acute Myelogenous Leukemia (AML)	37	NA	NA	blood	AML	NA	NA
ACH-001656	SKNO-1	SKNO1	SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	NA	NA	NA	NA	NA	CVCL_2196	NA	bone_marrow	Metastasis	Leukemia	Acute Myelogenous Leukemia (AML)	NA	NA	NA	blood	AML	NA	NA
ACH-002273	ML-2	ML2	ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	908141	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1418	628	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	NA	SIDM00441	NA	blood	AML	NA	NA
ACH-002290	NKM-1	NKM1	NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	908448	Male	Sanger/JCRB	NA	NA	NA	NA	NA	CVCL_1607	1488	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	33	SIDM00576	NA	blood	AML	NA	NA
ACH-002299	QIMR-WIL	QIMRWIL	QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910545	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1645	402	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	NA	SIDM00467	NA	blood	AML	NA	NA
ACH-000160	BT-12	BT12	BT12_SOFT_TISSUE	NA	NA	Female	Academic lab	2	-3.575145021	not found	not found	78.7	CVCL_M155	NA	soft_tissue	NA	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	0.1	NA	NA	soft_tissue	ATRT	NA	NA
ACH-001020	BT-16	BT16	BT16_SOFT_TISSUE	NA	NA	Male	Academic lab	2	-2.031638342	not found	not found	47.7	CVCL_M156	NA	soft_tissue	NA	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	2	NA	NA	soft_tissue	ATRT	NA	NA
ACH-001028	CHLA-06	CHLA06ATRT	CHLA06ATRT_SOFT_TISSUE	NA	NA	Female	Academic lab	2	-5.765942073	not found	not found	54.8	CVCL_AQ42	NA	central_nervous_system	NA	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	0.33	NA	NA	soft_tissue	ATRT	NA	NA
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	NA	NA	Female	Children's Oncology Group	2	-4.181539677	Adherent	IMDM + 20% FBS + 4mM L-glut, 1x ITS	64.2	CVCL_M149	NA	soft_tissue	NA	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	2.5	NA	NA	soft_tissue	ATRT	NA	NA
ACH-001289	COG-AR-359	COGAR359	COGAR359_SOFT_TISSUE	NA	NA	Male	Children's Oncology Group	2	-3.711173778	Suspension	IMDM + 20% FBS + 4mM L-glut + 1x ITS	81.7	CVCL_RS25	NA	central_nervous_system	NA	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	NA	NA	NA	soft_tissue	ATRT	NA	NA
ACH-000011	253J	253J	253J_URINARY_TRACT	NA	NA	Male	KCLB	1	-3.18037938	NA	DMEM + 10% FBS	89	CVCL_7935	NA	lymph_node	Metastasis	Bladder Cancer	Carcinoma	53	NA	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-000018	T24	T24	T24_URINARY_TRACT	NA	724812	Female	ATCC	2	-2.945691222	Adherent	McCoy's 5A + 10% FBS	65.2	CVCL_0554	1455	urinary_tract	Primary	Bladder Cancer	Carcinoma	81	SIDM01184	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-000026	253J-BV	253JBV	253JBV_URINARY_TRACT	NA	NA	Male	KCLB	0	-1.685470537	Adherent	DMEM + 10% FBS	89	CVCL_7937	NA	lymph_node	Metastasis	Bladder Cancer	Carcinoma	53	NA	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-000547	HT-1197	HT1197	HT1197_URINARY_TRACT	NA	907065	Male	ATCC	2	-2.868265098	Adherent	EMEM + 10% FBS	72	CVCL_1291	1533	urinary_tract	Primary	Bladder Cancer	Carcinoma	44	SIDM00676	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-000724	HT-1376	HT1376	HT1376_URINARY_TRACT	NA	907066	Female	ATCC	2	-2.69945809	Adherent	EMEM + 10% FBS	51.4	CVCL_1292	1211	urinary_tract	Primary	Bladder Cancer	Carcinoma	58	SIDM00678	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-000753	JMSU-1	JMSU1	JMSU1_URINARY_TRACT	NA	NA	Male	DSMZ	2	-5.834745979	Adherent	RPMI + 10% FBS + 2mM Glutamax	45	CVCL_2081	NA	ascites	Metastasis	Bladder Cancer	Carcinoma	75	NA	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-000862	KMBC-2	KMBC2	KMBC2_URINARY_TRACT	NA	NA	Unknown	HSRRB	2	-3.879925141	NA	DMEM + 10% FBS	70.6	CVCL_2977	NA	urinary_tract	Primary	Bladder Cancer	Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-000905	5637	5637	5637_URINARY_TRACT	NA	687452	Male	ATCC	2	-4.053557218	Adherent	RPMI + 10% FBS	95.1	CVCL_0126	1157	urinary_tract	NA	Bladder Cancer	NA	68	SIDM00807	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-002235	DSH1	DSH1	DSH1_URINARY_TRACT	NA	753552	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1182	900	urinary_tract	NA	Bladder Cancer	Carcinoma	NA	SIDM00970	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-002266	LB831-BLC	LB831BLC	LB831BLC_URINARY_TRACT	NA	753584	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1370	1267	urinary_tract	NA	Bladder Cancer	Carcinoma	NA	SIDM00181	NA	urinary_tract	bladder_carcinoma	NA	NA
ACH-001341	DoTc2 4510	DOTC24510	DOTC24510_CERVIX	NA	906843	Female	ATCC	2	-6.127199918	Adherent	DMEM + 10% FBS	79.8	CVCL_1181	473	cervix	Primary	Cervical Cancer	Cervical Adenocarcinoma	NA	SIDM00864	NA	cervix	cervical_adenocarcinoma	NA	NA
ACH-001650	SISO	SISO	SISO_CERVIX	NA	1240212	Female	DSMZ	3	-4.464883151	Adherent	RPMI 1640 + 10% FBS	90.6	CVCL_2193	1498	cervix	Primary	Cervical Cancer	Cervical Adenocarcinoma	67	SIDM00394	NA	cervix	cervical_adenocarcinoma	NA	NA
ACH-000556	SIHA	SIHA	SIHA_CERVIX	NA	930297	Female	ATCC	2	-4.033755928	Adherent	EMEM (EBSS) + 10%FBS	90.5	CVCL_0032	1354	cervix	NA	Cervical Cancer	Carcinoma	NA	SIDM01093	NA	cervix	cervical_carcinoma	NA	NA
ACH-001333	C-33 A	C33A	C33A_CERVIX	NA	687505	Female	ATCC	2	-3.759681502	Adherent	EMEM (EBSS) + 10% FBS	55.3	CVCL_1094	1761	cervix	Primary	Cervical Cancer	Carcinoma	66	SIDM00889	NA	cervix	cervical_carcinoma	NA	NA
ACH-001334	C-4 I	C4I	C4I_CERVIX	NA	687506	Female	ATCC	2	-5.477519217	Adherent	Waymouth's MB 752/1 + 10% FBS	89.5	CVCL_2253	561	cervix	Primary	Cervical Cancer	Carcinoma	41	SIDM00905	NA	cervix	cervical_carcinoma	NA	NA
ACH-001335	C-4 II	C4II	C4II_CERVIX	NA	NA	Female	ATCC	2	-4.375872966	Adherent	Waymouth's MB 752/1 + 10% FBS	87.3	CVCL_1095	NA	cervix	Primary	Cervical Cancer	Carcinoma	41	SIDM00906	NA	cervix	cervical_carcinoma	NA	NA
ACH-001525	HT-3	HT3	HT3_CERVIX	NA	907068	Female	ATCC	1	-2.9585869910000002	Adherent	McCoy's 5a Medium Modified +10% FBS	95	CVCL_1293	1393	lymph_node	Metastasis	Cervical Cancer	Carcinoma	59	SIDM00679	NA	cervix	cervical_carcinoma	NA	NA
ACH-002020	SKG-IIIa	SKGIIIA	SKGIIIA_CERVIX	NA	NA	Female	RIKEN	NA	NA	NA	NA	NA	CVCL_1704	NA	cervix	Primary	Cervical Cancer	Carcinoma	NA	SIDM00381	NA	cervix	cervical_carcinoma	NA	NA
ACH-002201	TC-YIK	TCYIK	TCYIK_CERVIX	NA	946357	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1737	579	cervix	NA	Cervical Cancer	Small Cell Carcinoma	NA	SIDM00234	NA	cervix	cervical_small_cell	NA	NA
ACH-001336	Ca Ski	CASKI	CASKI_CERVIX	NA	906824	Female	ATCC	3	-4.212755687	Adherent	RPMI 1640 + 10% FBS	69.1	CVCL_1100	1767	small_intestine	Metastasis	Cervical Cancer	Squamous Cell Carcinoma	40	SIDM00923	NA	cervix	cervical_squamous	NA	NA
ACH-001359	ME-180	ME180	ME180_CERVIX	NA	687514	Female	ATCC	NA	NA	NA	NA	NA	CVCL_1401	1040	abdomen	Metastasis	Cervical Cancer	Squamous Cell Carcinoma	66	SIDM00627	NA	cervix	cervical_squamous	NA	NA
ACH-001400	SW 954	SW954	SW954_CERVIX	NA	924247	Female	ATCC	1	-2.226983021	Adherent	Leibovitz's L-15 + 10% FBS	84.5	CVCL_1732	1182	cervix	Primary	Cervical Cancer	Squamous Cell Carcinoma	86	SIDM01157	NA	cervix	cervical_squamous	NA	NA
ACH-001515	HCS-2	HCS2	HCS2_CERVIX	NA	NA	Female	JCRB	2	-3.922437641	Adherent	EMEM + 15% FBS	97	NA	NA	cervix	Metastasis	Cervical Cancer	Squamous Cell Carcinoma	42	NA	NA	cervix	cervical_squamous	NA	NA
ACH-002180	OMC-1	OMC1	OMC1_CERVIX	NA	949154	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1623	605	lymph_node	Metastasis	Cervical Cancer	Squamous Cell Carcinoma	NA	SIDM00240	NA	cervix	cervical_squamous	NA	NA
ACH-000418	SW 1353	SW1353	SW1353_BONE	NA	NA	Female	ATCC	NA	NA	NA	NA	NA	CVCL_0543	NA	bone	Primary	Bone Cancer	Chondrosarcoma	72	NA	NA	bone	chondrosarcoma	NA	NA
ACH-001519	H-EMC-SS	HEMCSS	HEMCSS_BONE	NA	907290	Female	Sigma-Aldrich	NA	NA	NA	NA	NA	CVCL_1238	1921	soft_tissue	Primary	Bone Cancer	Chondrosarcoma	77	SIDM00535	NA	bone	chondrosarcoma	NA	NA
ACH-002093	CHSA0108	CHSA0108	CHSA0108_BONE	NA	1290768	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_X484	280	bone	NA	Bone Cancer	Chondrosarcoma	NA	SIDM00050	NA	bone	chondrosarcoma	NA	NA
ACH-002094	CHSA8926	CHSA8926	CHSA8926_BONE	NA	1303912	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_X485	554	bone	NA	Bone Cancer	Chondrosarcoma	NA	SIDM00176	NA	bone	chondrosarcoma	NA	NA
ACH-002099	CS1	CS1	CS1_BONE	NA	1290795	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_T023	1006	bone	NA	Bone Cancer	Chondrosarcoma	NA	SIDM00199	NA	bone	chondrosarcoma	NA	NA
ACH-001955	Jhc-7	JHC7	JHC7_BONE	NA	NA	Female	Academic lab	2	-5.818009198	not found	not found	81.6	CVCL_L154	NA	bone	NA	Bone Cancer	Chordoma	NA	NA	NA	bone	chordoma	NA	NA
